dataset,ATE,lb,ub,DGPid,trueATE
low2307,5.678980565,4.80233781,6.55562332,39,6.270296023
low2308,0.248205705,0.16061525,0.335796159,42,0.185291712
low2309,0.14089719,0.053576373,0.228218007,21,0.174969388
low231,0.10951858,0.080588298,0.138448863,35,0.122643948
low2310,0.094718954,0.024329242,0.165108667,44,0.08229957
low2311,4.038209318,3.524978026,4.55144061,37,4
low2312,0.151336928,0.062343108,0.240330747,21,0.174969388
low2313,0.208692943,0.116907225,0.30047866,22,0.158527502
low2314,0.227102422,0.111317138,0.342887707,24,0.20001484
low2315,2.595204241,2.275226793,2.915181689,38,2.5
low2316,0.348128968,0.160518859,0.535739076,43,0.19546654
low2317,0.120735471,0.039374295,0.202096647,21,0.174969388
low2318,5.802693967,4.927401248,6.677986686,39,6.270296023
low2319,0.200306271,0.089670099,0.310942443,24,0.20001484
low232,0.645047672,0.467549685,0.822545659,57,0.5
low2320,6.09857439,5.259017499,6.938131281,39,6.270296023
low2321,0.232240554,0.140001149,0.324479958,42,0.185291712
low2322,2.871680039,2.280945456,3.462414623,38,2.5
low2323,7.107491613,6.719592921,7.495390306,40,6.961984907
low2324,7.526984739,7.038379705,8.015589773,40,6.961984907
low2325,0.244465414,0.058524689,0.430406139,43,0.19546654
low2326,4.049876977,3.472390152,4.627363802,37,4
low2327,0.106113859,0.036103456,0.176124261,44,0.08229957
low2328,0.157198595,0.067632061,0.246765129,21,0.174969388
low2329,4.327164663,3.823373044,4.830956282,37,4
low233,1.241690348,1.014177193,1.469203503,58,1
low2330,6.305005718,5.317249328,7.292762108,39,6.270296023
low2331,0.209376765,0.10148657,0.31726696,24,0.20001484
low2332,0.280383832,0.114715285,0.446052379,43,0.19546654
low2333,0.158397548,0.046707412,0.270087684,23,0.195290626
low2334,0.155032744,0.067526688,0.242538799,42,0.185291712
low2335,0.231616617,0.153125182,0.310108053,21,0.174969388
low2336,0.2508551,0.162421008,0.339289192,22,0.158527502
low2337,0.053295562,-0.073124755,0.179715878,41,0.106286796
low2338,3.778002166,3.260070296,4.295934036,37,4
low2339,2.61340271,2.328932053,2.897873367,38,2.5
low234,2.711065476,1.804383262,3.617747689,31,2
low2340,0.107518318,-0.077000337,0.292036972,43,0.19546654
low2341,0.214739017,0.094824975,0.334653059,23,0.195290626
low2342,0.207202146,0.123605517,0.290798775,21,0.174969388
low2343,0.131509126,0.064452559,0.198565693,44,0.08229957
low2344,7.20973988,6.713798368,7.705681393,40,6.961984907
low2345,3.947852789,3.330478779,4.565226798,37,4
low2346,0.319517508,0.159733878,0.479301139,24,0.20001484
low2347,0.117330681,-0.008183681,0.242845042,23,0.195290626
low2348,6.55735001,5.719901466,7.394798554,40,6.961984907
low2349,0.066620258,-0.007480357,0.140720872,44,0.08229957
low235,0.07912294,0.053482728,0.104763153,36,0.094084067
low2350,0.126800793,0.010219562,0.243382025,41,0.106286796
low2351,2.405813781,1.970149326,2.841478237,38,2.5
low2352,0.010397673,-0.055965348,0.076760695,44,0.08229957
low2353,6.911227478,6.327558278,7.494896678,40,6.961984907
low2354,2.364480829,1.918236426,2.810725232,38,2.5
low2355,0.078646434,0.006331344,0.150961525,41,0.106286796
low2356,7.247432253,6.81688756,7.677976946,40,6.961984907
low2357,0.216146065,0.124837281,0.307454849,41,0.106286796
low2358,0.126037646,0.0471529,0.204922391,41,0.106286796
low2359,0.321597568,0.221980518,0.421214618,43,0.19546654
low236,2.392364965,1.408614409,3.37611552,31,2
low2360,2.428839802,2.021885826,2.835793778,38,2.5
low2361,5.220225236,3.971243677,6.469206795,39,6.270296023
low2362,3.800765293,3.206960981,4.394569605,37,4
low2363,0.200430429,0.074053585,0.326807273,43,0.19546654
low2364,0.238961963,0.148554725,0.3293692,22,0.158527502
low2365,0.040668074,-0.094786066,0.176122214,41,0.106286796
low2366,0.07185283,0.001179478,0.142526182,44,0.08229957
low2367,0.20169187,0.109404352,0.293979388,22,0.158527502
low2368,0.152326737,0.013697609,0.290955865,23,0.195290626
low2369,0.162248047,0.070701214,0.25379488,42,0.185291712
low237,1.992021559,1.492868778,2.49117434,61,2
low2370,6.918755465,6.576819863,7.260691066,40,6.961984907
low2371,0.292634175,0.207057778,0.378210571,22,0.158527502
low2372,3.76698755,3.351188425,4.182786674,37,4
low2373,4.058062136,3.607469287,4.508654985,37,4
low2374,0.177592756,0.081487618,0.273697893,42,0.185291712
low2375,2.461124581,2.107130459,2.815118703,38,2.5
low2376,6.053743869,5.011098167,7.096389571,39,6.270296023
low2377,0.337660104,0.250296921,0.425023287,22,0.158527502
low2378,0.127487461,-0.050355658,0.30533058,43,0.19546654
low2379,0.138267118,0.043022713,0.233511523,41,0.106286796
low238,3.743938138,3.429739968,4.058136309,64,3.625
low2380,0.235962375,0.149483742,0.322441008,42,0.185291712
low2381,0.065578865,-0.005880325,0.137038055,44,0.08229957
low2382,0.232894849,0.151196291,0.314593406,21,0.174969388
low2383,0.095680798,0.028463921,0.162897675,44,0.08229957
low2384,0.325859836,0.195237646,0.456482025,43,0.19546654
low2385,0.110451684,-0.062853159,0.283756527,43,0.19546654
low2386,6.662768345,5.480942029,7.844594661,40,6.961984907
low2387,0.013952085,-0.147248336,0.175152506,41,0.106286796
low2388,0.205190855,0.116254468,0.294127243,21,0.174969388
low2389,0.254518368,0.082265363,0.426771373,43,0.19546654
low239,4.576943595,3.744573625,5.409313565,29,4
low2390,6.017184714,5.11485157,6.919517857,39,6.270296023
low2391,0.138076525,0.055223401,0.220929648,21,0.174969388
low2392,0.212389884,0.079218042,0.345561725,24,0.20001484
low2393,2.405637391,2.044109494,2.767165288,38,2.5
low2394,0.091926998,-0.000893935,0.184747932,41,0.106286796
low2395,0.265148165,0.150879779,0.379416551,43,0.19546654
low2396,4.060691152,3.572664989,4.548717315,37,4
low2397,0.19412354,0.107201473,0.281045607,21,0.174969388
low2398,0.129708057,-0.003573654,0.262989768,41,0.106286796
low2399,0.101417909,0.002595717,0.200240102,42,0.185291712
low24,3.681373751,2.873424048,4.489323454,29,4
low240,-2.094753683,-2.5685037,-1.621003665,63,-2
low2400,0.235118587,0.076987191,0.393249982,43,0.19546654
low2401,0.06115815,-0.051265975,0.173582276,41,0.106286796
low2402,0.249756156,0.16431892,0.335193392,42,0.185291712
low2403,0.067651988,-0.069378857,0.204682833,41,0.106286796
low2404,7.310278323,6.837099882,7.783456764,40,6.961984907
low2405,6.789006819,5.888310834,7.689702805,40,6.961984907
low2406,0.145717894,0.057532303,0.233903484,41,0.106286796
low2407,0.02071167,-0.049764512,0.091187853,44,0.08229957
low2408,2.632100829,2.287309823,2.976891836,38,2.5
low2409,2.28948989,1.777879668,2.801100112,38,2.5
low241,-1.78358266,-2.605026797,-0.962138523,63,-2
low2410,0.219832676,0.115154407,0.324510945,23,0.195290626
low2411,7.089489646,6.735406463,7.443572829,40,6.961984907
low2412,6.062232108,5.384343896,6.74012032,39,6.270296023
low2413,0.170939698,0.076567693,0.265311703,42,0.185291712
low2414,5.552152697,4.878448118,6.225857276,39,6.270296023
low2415,0.052028141,-0.015268046,0.119324329,44,0.08229957
low2416,0.339046091,0.161396085,0.516696097,43,0.19546654
low2417,7.262523938,6.82128088,7.703766996,40,6.961984907
low2418,3.411266783,2.806243091,4.016290475,37,4
low2419,2.428619233,2.038616955,2.818621511,38,2.5
low242,3.591172592,3.276137958,3.906207227,64,3.625
low2420,0.079340553,0.010868629,0.147812477,44,0.08229957
low2421,0.300520235,0.215054951,0.385985519,22,0.158527502
low2422,0.219109009,0.128003716,0.310214302,22,0.158527502
low2423,0.02279957,-0.155362933,0.200962072,43,0.19546654
low2424,0.25977737,0.138675878,0.380878861,24,0.20001484
low2425,0.35015214,0.271232729,0.429071551,43,0.19546654
low2426,0.203538401,0.11017975,0.296897052,22,0.158527502
low2427,0.117691605,0.026099895,0.209283315,41,0.106286796
low2428,0.116881279,-0.005070131,0.238832689,24,0.20001484
low2429,0.207138151,0.110636752,0.303639549,42,0.185291712
low243,2.316679936,1.575853705,3.057506167,32,2.527390408
low2430,7.341188609,6.95000687,7.732370349,40,6.961984907
low2431,0.339575947,0.177682967,0.501468926,24,0.20001484
low2432,0.240482127,0.042268934,0.43869532,43,0.19546654
low2433,5.914507524,5.150347709,6.678667338,39,6.270296023
low2434,3.986957076,3.439439393,4.53447476,37,4
low2435,0.08233451,-0.114047195,0.278716215,43,0.19546654
low2436,0.313406774,0.230529533,0.396284016,21,0.174969388
low2437,0.291238562,0.176300085,0.40617704,24,0.20001484
low2438,0.294366569,0.157682262,0.431050877,24,0.20001484
low2439,5.731264035,5.064396907,6.398131163,39,6.270296023
low244,-1.821115289,-2.501475662,-1.140754916,63,-2
low2440,0.176247055,0.08436838,0.268125731,42,0.185291712
low2441,0.159003763,0.063984215,0.25402331,21,0.174969388
low2442,0.094710843,0.026828741,0.162592946,44,0.08229957
low2443,5.828448278,4.950522754,6.706373802,39,6.270296023
low2444,0.199404954,-0.016275638,0.415085547,43,0.19546654
low2445,0.166861241,0.090914413,0.242808069,41,0.106286796
low2446,0.156727847,0.058025918,0.255429777,42,0.185291712
low2447,6.017798101,5.198432275,6.837163926,39,6.270296023
low2448,4.095779251,3.60920364,4.582354862,37,4
low2449,2.748723525,2.480073404,3.017373645,38,2.5
low245,0.058548055,-0.044567144,0.161663255,19,0.120725664
low2450,0.309977753,0.21857413,0.401381376,42,0.185291712
low2451,0.212096883,0.09976269,0.324431076,23,0.195290626
low2452,0.185659986,0.07732333,0.293996642,23,0.195290626
low2453,0.2031733,0.017850491,0.388496108,41,0.106286796
low2454,0.088197593,0.000985467,0.175409718,41,0.106286796
low2455,0.077955098,0.009540883,0.146369313,44,0.08229957
low2456,0.318048963,0.215809329,0.420288597,22,0.158527502
low2457,0.16485141,0.079304239,0.250398582,21,0.174969388
low2458,6.58607989,5.945123315,7.227036466,40,6.961984907
low2459,0.196577648,0.090162801,0.302992495,23,0.195290626
low246,0.121913099,0.034481733,0.209344465,18,0.147047059
low2460,0.182769138,0.115662962,0.249875314,44,0.08229957
low2461,6.915649068,6.508791796,7.32250634,40,6.961984907
low2462,0.237894368,0.152511527,0.323277208,22,0.158527502
low2463,0.223985805,0.113897183,0.334074427,23,0.195290626
low2464,0.262423275,0.131111624,0.393734926,24,0.20001484
low2465,7.17958195,6.800528499,7.558635402,40,6.961984907
low2466,0.171739331,0.079528961,0.263949702,21,0.174969388
low2467,3.832386992,3.331665741,4.333108244,37,4
low2468,0.081519124,0.013725723,0.149312526,44,0.08229957
low2469,0.261835149,0.178979287,0.34469101,22,0.158527502
low247,0.147340455,0.062556319,0.232124591,17,0.106696525
low2470,0.171203307,0.034087639,0.308318975,23,0.195290626
low2471,0.163042439,-0.080767165,0.406852042,43,0.19546654
low2472,2.521167101,2.215840857,2.826493346,38,2.5
low2473,0.202948486,0.11294023,0.292956742,21,0.174969388
low2474,0.260566318,0.105574418,0.415558217,24,0.20001484
low2475,0.209542199,-0.027043422,0.446127821,43,0.19546654
low2476,2.443957786,1.949541849,2.938373723,38,2.5
low2477,0.251959622,0.099256747,0.404662497,43,0.19546654
low2478,0.177367364,0.030835628,0.323899099,23,0.195290626
low2479,0.222965988,0.128710213,0.317221763,22,0.158527502
low248,2.22095174,1.762894222,2.679009258,61,2
low2480,0.255687431,0.167065873,0.34430899,22,0.158527502
low2481,2.466295421,1.724041231,3.20854961,38,2.5
low2482,3.854375445,3.408991147,4.299759743,37,4
low2483,0.33612649,0.169161564,0.503091416,43,0.19546654
low2484,6.876061578,6.188596335,7.563526822,39,6.270296023
low2485,0.242135961,0.13483726,0.349434661,23,0.195290626
low2486,0.23939424,0.108505656,0.370282825,23,0.195290626
low2487,0.229195182,0.136195633,0.322194732,24,0.20001484
low2488,0.074629517,0.004475229,0.144783805,44,0.08229957
low2489,3.909213376,3.252655651,4.565771101,37,4
low249,2.182766552,1.808553856,2.556979249,61,2
low2490,0.184887957,0.076192157,0.293583756,24,0.20001484
low2491,4.068538084,3.541179784,4.595896384,37,4
low2492,0.233287722,0.137280832,0.329294611,41,0.106286796
low2493,2.290484283,1.900243521,2.680725045,38,2.5
low2494,0.184137133,0.092073021,0.276201245,42,0.185291712
low2495,2.595579832,2.139510135,3.051649529,38,2.5
low2496,0.209515415,0.128061001,0.290969828,21,0.174969388
low2497,0.161845739,0.078069909,0.24562157,42,0.185291712
low2498,0.218557173,0.13334005,0.303774296,42,0.185291712
low2499,0.109686115,0.041948782,0.177423447,44,0.08229957
low25,0.089473881,0.063466348,0.115481413,36,0.094084067
low250,1.850022373,0.878678724,2.821366022,31,2
low2500,0.237750057,0.15582785,0.319672264,22,0.158527502
low2501,3.738208897,3.134815377,4.341602416,37,4
low2502,0.18603492,0.002499914,0.369569925,43,0.19546654
low2503,7.197787702,6.796157884,7.599417521,40,6.961984907
low2504,0.172337895,0.094135197,0.250540594,21,0.174969388
low2505,5.804216653,5.173234488,6.435198818,39,6.270296023
low2506,0.099179609,0.034788023,0.163571196,44,0.08229957
low2507,0.119477656,-0.000851467,0.23980678,41,0.106286796
low2508,0.252789384,0.144912177,0.360666591,24,0.20001484
low2509,0.248497714,0.160786466,0.336208962,22,0.158527502
low251,0.109456004,0.089009872,0.129902137,33,0.099589875
low2510,0.321068048,0.228260006,0.413876089,22,0.158527502
low2511,4.073236547,3.451170315,4.695302779,37,4
low2512,0.211632151,0.113299091,0.30996521,24,0.20001484
low2513,0.189065239,0.101727075,0.276403403,21,0.174969388
low2514,7.09560626,6.654498236,7.536714284,40,6.961984907
low2515,0.22030595,0.033750374,0.406861525,43,0.19546654
low2516,2.249755291,1.80415564,2.695354943,38,2.5
low2517,7.238763644,6.663197128,7.81433016,40,6.961984907
low2518,6.814786527,6.283722404,7.34585065,40,6.961984907
low2519,0.185376914,0.102310722,0.268443106,21,0.174969388
low252,10.36112453,9.278415719,11.44383333,30,10
low2520,2.440784198,1.84790929,3.033659106,38,2.5
low2521,0.174892729,0.048536057,0.3012494,24,0.20001484
low2522,6.702044834,5.441859637,7.962230031,39,6.270296023
low2523,6.756708306,6.347774533,7.165642079,40,6.961984907
low2524,0.160376132,0.069163392,0.251588873,21,0.174969388
low2525,0.309345746,0.228952819,0.389738673,22,0.158527502
low2526,4.24020666,3.620669037,4.859744283,37,4
low2527,0.198079489,0.117055252,0.279103727,21,0.174969388
low2528,0.076763746,-0.014740224,0.168267716,42,0.185291712
low2529,0.305458745,0.159683191,0.451234298,43,0.19546654
low253,0.125103473,0.062412922,0.187794024,20,0.156759654
low2530,0.207050145,-0.004058951,0.418159242,43,0.19546654
low2531,7.243581139,6.845788009,7.641374268,40,6.961984907
low2532,0.12926226,0.022812365,0.235712156,23,0.195290626
low2533,0.1499884,0.023544572,0.276432229,24,0.20001484
low2534,5.882040631,5.281584185,6.482497078,39,6.270296023
low2535,0.250129118,0.1078097,0.392448536,43,0.19546654
low2536,0.114547695,0.029571983,0.199523408,21,0.174969388
low2537,0.170888255,0.048430388,0.293346123,24,0.20001484
low2538,0.031909676,-0.036569333,0.100388685,44,0.08229957
low2539,0.155986759,0.054212597,0.257760921,23,0.195290626
low254,3.702578922,3.379714977,4.025442866,64,3.625
low2540,0.099127099,0.027239272,0.171014927,44,0.08229957
low2541,0.177211241,0.092848359,0.261574124,21,0.174969388
low2542,0.107291865,0.041674512,0.172909218,44,0.08229957
low2543,0.131658332,0.054140328,0.209176336,21,0.174969388
low2544,5.766834819,4.872173424,6.661496214,39,6.270296023
low2545,0.123942562,0.015950626,0.231934499,23,0.195290626
low2546,0.286656477,0.203202215,0.370110739,22,0.158527502
low2547,0.369680737,0.284043901,0.455317572,43,0.19546654
low2548,2.339463612,1.920578999,2.758348226,38,2.5
low2549,0.26428006,0.142608203,0.385951916,24,0.20001484
low255,3.717564518,3.400462876,4.03466616,64,3.625
low2550,6.971904638,6.519492247,7.424317028,40,6.961984907
low2551,7.084950438,6.690506313,7.479394563,40,6.961984907
low2552,0.220157517,0.118579441,0.321735594,24,0.20001484
low2553,0.109408575,-0.003900198,0.222717348,24,0.20001484
low2554,0.146995337,0.055739222,0.238251452,21,0.174969388
low2555,0.162911263,0.069072304,0.256750222,22,0.158527502
low2556,0.163762301,-0.044835623,0.372360225,43,0.19546654
low2557,0.115746498,0.023885768,0.207607229,21,0.174969388
low2558,0.276628752,0.107498037,0.445759467,43,0.19546654
low2559,0.331867067,0.241372862,0.422361272,22,0.158527502
low256,1.640095713,1.498810955,1.781380471,60,1.686248312
low2560,0.265400276,0.158583433,0.372217118,24,0.20001484
low2561,0.187495141,0.095262857,0.279727425,42,0.185291712
low2562,0.192423311,0.107622862,0.277223761,21,0.174969388
low2563,0.376741704,0.294553243,0.458930165,22,0.158527502
low2564,0.156031459,0.069661699,0.24240122,21,0.174969388
low2565,5.91269158,5.056041995,6.769341165,39,6.270296023
low2566,0.337182801,0.241705634,0.432659967,22,0.158527502
low2567,0.224234647,0.120808761,0.327660534,23,0.195290626
low2568,6.225380556,5.576662348,6.874098764,39,6.270296023
low2569,0.143703005,-0.00457926,0.291985269,24,0.20001484
low257,0.052695558,0.021476908,0.083914207,34,0.049629693
low2570,0.294297182,0.21088714,0.377707224,22,0.158527502
low2571,0.22164774,0.11241747,0.330878011,23,0.195290626
low2572,6.697715649,6.216099854,7.179331445,40,6.961984907
low2573,0.19253648,0.042773716,0.342299243,23,0.195290626
low2574,3.67447725,2.880109234,4.468845265,37,4
low2575,0.0605425,-0.0920127,0.213097699,41,0.106286796
low2576,0.183387537,0.049999238,0.316775837,24,0.20001484
low2577,0.257807064,0.17043014,0.345183987,22,0.158527502
low2578,4.140066988,3.628384517,4.651749459,37,4
low2579,0.205124708,0.114288761,0.295960656,42,0.185291712
low258,3.497290041,2.648883693,4.345696389,29,4
low2580,0.034862015,-0.195023839,0.264747869,43,0.19546654
low2581,0.163662302,0.073612116,0.253712487,21,0.174969388
low2582,6.048444799,5.09450737,7.002382229,39,6.270296023
low2583,0.160122349,0.064916972,0.255327726,42,0.185291712
low2584,0.152065315,0.037254625,0.266876005,23,0.195290626
low2585,0.133170702,0.049956783,0.216384621,21,0.174969388
low2586,3.952418464,3.391848245,4.512988684,37,4
low2587,0.179404274,0.03301932,0.325789229,23,0.195290626
low2588,0.093431065,-0.023445936,0.210308067,23,0.195290626
low2589,0.187644447,0.079431881,0.295857013,24,0.20001484
low259,-2.330788803,-2.802057617,-1.859519989,63,-2
low2590,0.041442013,-0.026829099,0.109713124,44,0.08229957
low2591,2.669362733,2.390133523,2.948591943,38,2.5
low2592,6.990264896,6.614650997,7.365878794,40,6.961984907
low2593,7.184979706,6.81906169,7.550897723,40,6.961984907
low2594,0.250306855,0.158866287,0.341747424,22,0.158527502
low2595,4.229548526,3.727522157,4.731574896,37,4
low2596,0.203017472,0.096926955,0.309107988,23,0.195290626
low2597,0.248612639,0.166412304,0.330812974,21,0.174969388
low2598,0.220287477,0.106542351,0.334032603,24,0.20001484
low2599,6.837151371,6.054677164,7.619625578,39,6.270296023
low26,1.910288327,1.479759029,2.340817626,61,2
low260,0.100909207,0.07194245,0.129875964,35,0.122643948
low2600,0.166636544,0.075018095,0.258254993,42,0.185291712
low2601,0.086717605,-0.026567706,0.200002916,41,0.106286796
low2602,0.173093972,0.089205131,0.256982813,21,0.174969388
low2603,5.674624308,5.146407724,6.202840892,39,6.270296023
low2604,6.049461365,5.223128088,6.875794643,39,6.270296023
low2605,4.403897176,3.807817783,4.999976569,37,4
low2606,0.251558687,0.141823646,0.361293729,24,0.20001484
low2607,6.972487863,6.031776761,7.913198965,39,6.270296023
low2608,3.545161267,2.936203753,4.154118781,37,4
low2609,7.155786182,6.639910526,7.671661837,40,6.961984907
low261,0.068669713,0.002208477,0.135130949,19,0.120725664
low2610,3.899201139,3.35712817,4.441274107,37,4
low2611,0.124723253,0.014155931,0.235290576,23,0.195290626
low2612,0.262870553,0.178755285,0.34698582,22,0.158527502
low2613,0.133049233,-0.045901399,0.311999864,41,0.106286796
low2614,7.322600979,6.875241069,7.769960888,40,6.961984907
low2615,0.14811376,0.007364506,0.288863014,23,0.195290626
low2616,0.135703875,0.044737057,0.226670693,41,0.106286796
low2617,0.263673618,0.172868021,0.354479214,22,0.158527502
low2618,0.226092671,0.137211114,0.314974228,42,0.185291712
low2619,0.193950298,0.032269093,0.355631503,24,0.20001484
low262,0.077641982,0.045319879,0.109964084,34,0.049629693
low2620,0.210890289,0.120111961,0.301668618,42,0.185291712
low2621,0.282635516,0.197762198,0.367508833,42,0.185291712
low2622,0.06653362,-0.073676188,0.206743429,41,0.106286796
low2623,3.78167047,3.030908205,4.532432736,37,4
low2624,2.232403286,1.886210191,2.578596381,38,2.5
low2625,0.208983002,0.0633918,0.354574204,43,0.19546654
low2626,3.383398534,2.240951279,4.525845788,37,4
low2627,0.159022051,0.070044502,0.2479996,42,0.185291712
low2628,2.410110137,1.968147393,2.852072881,38,2.5
low2629,6.649383234,5.361931683,7.936834785,39,6.270296023
low263,3.00295517,2.308703819,3.697206521,32,2.527390408
low2630,3.836652381,3.285803302,4.38750146,37,4
low2631,0.296555695,0.211844272,0.381267117,22,0.158527502
low2632,0.287522682,0.172438792,0.402606573,24,0.20001484
low2633,0.223850469,-0.003286095,0.450987032,24,0.20001484
low2634,0.174451792,0.086100259,0.262803325,21,0.174969388
low2635,0.190868249,0.093528352,0.288208145,42,0.185291712
low2636,0.099164992,-0.02714532,0.225475303,42,0.185291712
low2637,2.481244701,1.960995641,3.001493762,38,2.5
low2638,0.254222475,0.158082692,0.350362259,42,0.185291712
low2639,0.162029687,0.07008706,0.253972313,42,0.185291712
low264,1.607634138,1.441929995,1.773338282,60,1.686248312
low2640,0.016948111,-0.051916041,0.085812263,44,0.08229957
low2641,2.625975619,2.261438692,2.990512546,38,2.5
low2642,0.175160151,0.054498553,0.295821749,24,0.20001484
low2643,0.128264456,0.028609485,0.227919427,41,0.106286796
low2644,0.149656628,0.053392485,0.245920771,41,0.106286796
low2645,0.171756961,0.087837945,0.255675977,21,0.174969388
low2646,0.07160799,0.005466824,0.137749155,44,0.08229957
low2647,6.624672646,6.229937576,7.019407716,40,6.961984907
low2648,0.30785439,0.14433953,0.471369251,24,0.20001484
low2649,0.199926225,0.114764011,0.285088439,21,0.174969388
low265,0.072601866,0.040282814,0.104920917,34,0.049629693
low2650,3.922780752,3.482825646,4.362735858,37,4
low2651,5.696869656,5.091988363,6.301750949,39,6.270296023
low2652,0.29980866,0.196849415,0.402767904,24,0.20001484
low2653,3.852051441,3.332852482,4.3712504,37,4
low2654,0.085663853,-0.057764801,0.229092507,43,0.19546654
low2655,6.327799042,5.617477276,7.038120809,39,6.270296023
low2656,-0.019030575,-0.146923554,0.108862404,41,0.106286796
low2657,0.078808491,0.011887752,0.145729231,44,0.08229957
low2658,0.247345432,0.145208527,0.349482337,42,0.185291712
low2659,0.250632154,0.144123433,0.357140875,24,0.20001484
low266,0.094798657,0.075389235,0.114208078,33,0.099589875
low2660,2.869777482,2.385619085,3.353935879,38,2.5
low2661,0.158837514,0.087825791,0.229849238,44,0.08229957
low2662,5.73498542,4.834987653,6.634983186,39,6.270296023
low2663,2.362177234,2.056317157,2.66803731,38,2.5
low2664,2.38132785,2.004501642,2.758154058,38,2.5
low2665,0.106001189,0.022583772,0.189418606,41,0.106286796
low2666,0.284659091,0.165354865,0.403963317,24,0.20001484
low2667,0.329561327,0.245370061,0.413752593,22,0.158527502
low2668,0.231499997,0.16709756,0.295902434,44,0.08229957
low2669,0.168765298,0.082227136,0.25530346,21,0.174969388
low267,1.012236482,0.802815603,1.221657362,58,1
low2670,0.280236539,0.195255915,0.365217164,22,0.158527502
low2671,2.159827405,1.707760765,2.611894046,38,2.5
low2672,0.155976556,0.068673258,0.243279854,41,0.106286796
low2673,0.152476227,0.024830447,0.280122007,23,0.195290626
low2674,0.197249618,0.090303565,0.304195671,24,0.20001484
low2675,0.167245999,-0.060552138,0.395044136,43,0.19546654
low2676,0.123085391,0.050271311,0.19589947,44,0.08229957
low2677,2.69024681,2.315722007,3.064771613,38,2.5
low2678,2.275474423,1.899726912,2.651221934,38,2.5
low2679,0.159705402,-0.119937838,0.439348643,43,0.19546654
low268,3.777514882,3.478578233,4.076451531,64,3.625
low2680,2.154208602,1.785437697,2.522979507,38,2.5
low2681,0.300676056,0.132012943,0.469339169,24,0.20001484
low2682,4.057989829,3.353841318,4.76213834,37,4
low2683,2.606308576,2.216965448,2.995651704,38,2.5
low2684,0.259457874,0.155857381,0.363058367,22,0.158527502
low2685,0.179166287,0.0923085,0.266024074,42,0.185291712
low2686,7.015274225,6.58957219,7.44097626,40,6.961984907
low2687,0.106337813,0.036604578,0.176071048,44,0.08229957
low2688,6.790556902,6.318020381,7.263093422,40,6.961984907
low2689,0.245958087,0.158056487,0.333859688,21,0.174969388
low269,2.189092233,1.664774008,2.713410458,62,2
low2690,0.283441896,0.144713481,0.42217031,24,0.20001484
low2691,0.145500701,0.025965292,0.265036111,23,0.195290626
low2692,0.259999055,0.099001698,0.420996411,43,0.19546654
low2693,0.27411807,0.183135751,0.36510039,22,0.158527502
low2694,0.15697012,0.058060399,0.255879841,42,0.185291712
low2695,7.134609148,6.690181994,7.579036302,40,6.961984907
low2696,0.206982047,0.08762568,0.326338415,23,0.195290626
low2697,0.204095356,0.082551483,0.325639228,41,0.106286796
low2698,0.188201004,0.021970354,0.354431654,23,0.195290626
low2699,0.161900447,0.072670953,0.251129941,42,0.185291712
low27,0.860591637,0.667447454,1.053735821,58,1
low270,2.124525346,1.650534528,2.598516163,62,2
low2700,6.161129154,4.852639939,7.46961837,39,6.270296023
low2701,2.341203248,2.018739396,2.663667099,38,2.5
low2702,0.311471995,0.222377644,0.400566346,22,0.158527502
low2703,2.401429299,2.063992804,2.738865793,38,2.5
low2704,2.48014267,2.133174251,2.82711109,38,2.5
low2705,3.419333457,2.798904151,4.039762763,37,4
low2706,0.224405537,0.086385525,0.36242555,23,0.195290626
low2707,0.115398783,0.04693636,0.183861207,44,0.08229957
low2708,0.148625143,0.049898323,0.247351962,42,0.185291712
low2709,0.229106593,0.112951991,0.345261196,23,0.195290626
low271,4.409686343,3.521792756,5.297579929,29,4
low2710,0.233581205,0.088241997,0.378920412,43,0.19546654
low2711,0.180006388,0.069152665,0.290860111,23,0.195290626
low2712,0.155127854,0.055228073,0.255027635,42,0.185291712
low2713,7.170588337,6.779405955,7.561770719,40,6.961984907
low2714,5.840850194,5.17050021,6.511200178,39,6.270296023
low2715,0.114858175,0.006603571,0.223112779,23,0.195290626
low2716,0.204506544,0.033253233,0.375759855,43,0.19546654
low2717,0.202143079,0.116923476,0.287362682,22,0.158527502
low2718,0.168206977,0.085333465,0.251080489,41,0.106286796
low2719,2.572300872,2.212307269,2.932294475,38,2.5
low272,0.970103039,0.773167984,1.167038094,58,1
low2720,6.978279842,6.548570853,7.407988831,40,6.961984907
low2721,3.892963332,3.474865353,4.311061311,37,4
low2722,0.324924709,0.192683791,0.457165626,24,0.20001484
low2723,0.034634221,-0.040641041,0.109909484,41,0.106286796
low2724,0.258017083,0.172139507,0.343894659,22,0.158527502
low2725,0.185157787,0.085624388,0.284691186,42,0.185291712
low2726,0.039768987,-0.028191171,0.107729144,44,0.08229957
low2727,0.255904791,0.036886527,0.474923056,43,0.19546654
low2728,0.205610319,0.093093918,0.318126721,24,0.20001484
low2729,0.166479083,0.050023701,0.282934466,41,0.106286796
low273,-1.857520762,-2.441149219,-1.273892305,63,-2
low2730,2.341898469,1.878079285,2.805717654,38,2.5
low2731,0.258708152,0.080400557,0.437015747,43,0.19546654
low2732,2.262033271,1.751231361,2.77283518,38,2.5
low2733,7.06187611,6.584145524,7.539606695,40,6.961984907
low2734,5.772724201,5.089062209,6.456386193,39,6.270296023
